Index|순위|단어|품사|풀이|등급
4540|4483|가사09|명|歌詞|C
4541|4484|가입자|명|加入者|C
4542|4485|감소하다|동|減少-|C
4543|4487|결과적|명|結果的|C
4544|4489|괴롭히다|동||C
4545|4490|구별02|명|區別|C
4546|4495|깨우다01|동||C
4547|4496|끈01|명||C
4548|4497|끊기다|동||C
4549|4498|끊임없다|형||C
4550|4500|넉넉하다|형||C
4551|4505|두어|관||C
4552|4508|마약|명|痲藥|C
4553|4512|밑바닥|명||C
4554|4514|보도되다|동|報道-|C
4555|4515|보리01|명||C
4556|4516|본부03|명|本部|C
4557|4517|부17|명|富|C
4558|4523|성숙하다|동|成熟-|C
4559|4524|소극적|명|消極的|C
4560|4525|소용07|명|所用|C
4561|4526|손질하다|동||C
4562|4528|순식간|명|瞬息間|C
4563|4530|시도07|명|試圖|C
4564|4532|시집03|명|詩集|C
4565|4533|아무개|대||C
4566|4534|약점01|명|弱點|C
4567|4536|어째서|불|어찌하여서|C
4568|4537|어쩌다02|부||C
4569|4540|연령01|명|年齡|C
4570|4541|예비02|명|豫備|C
4571|4542|울음소리|명||C
4572|4543|이놈01|대||C
4573|4544|이력서|명|履歷書|C
4574|4545|인정되다|동|認定-|C
4575|4553|주년02|의|周年|C
4576|4554|중단하다|동|中斷-|C
4577|4555|중대하다01|형|重大-|C
4578|4556|중심지|명|中心地|C
4579|4560|집중적|명|集中的|C
4580|4562|참되다|형||C
4581|4563|초청01|명|招請|C
4582|4564|출판사|명|出版社|C
4583|4566|탁자01|명|卓子|C
4584|4570|퍽02|부|~ 궁금하다|C
4585|4571|풍속01|명|風俗|C
4586|4573|핑계|명||C
4587|4574|한층|부|-層|C
4588|4575|행운02|명|幸運|C
4589|4576|가로막다|동||C
4590|4577|간섭|명|干涉|C
4591|4578|갈증|명|渴症|C
4592|4580|갑작스럽다|형||C
4593|4582|교환하다01|동|交換-|C
4594|4586|그래야|불|그리하여야|C
4595|4587|기원05|명|起源|C
4596|4589|난리02|명|亂離|C
4597|4591|내버리다|동||C
4598|4594|달리하다01|동||C
4599|4598|뛰어가다|동||C
4600|4601|미사일|명|missile|C
4601|4607|보존|명|保存|C
4602|4608|보호되다|동|保護-|C
4603|4615|상관03|명|相關|C
4604|4616|설명되다|동|說明-|C
4605|4617|섭섭하다01|형||C
4606|4618|세07|의|世|C
4607|4619|세련되다|형|洗練-|C
4608|4620|손쉽다|형||C
4609|4628|열기07|명|熱氣|C
4610|4630|옷차림|명||C
4611|4632|위로하다|동|慰勞-|C
4612|4633|이같이|부||C
4613|4638|일치01|명|一致|C
4614|4641|재생01|명|再生|C
4615|4652|찢어지다|동||C
4616|4653|철학자|명|哲學者|C
4617|4658|컬러01|명|color|C
4618|4659|통화04|명|通話|C
4619|4661|특이하다|형|特異-|C
4620|4662|필연적|명|必然的|C
4621|4663|하룻밤|명||C
4622|4666|흘러내리다|동||C
4623|4669|강도05|명|强度|C
4624|4676|급히|부|急-|C
4625|4677|기념02|명|記念|C
4626|4679|나아지다|동||C
4627|4680|넘어오다|동||C
4628|4685|되돌리다|동||C
4629|4687|띄우다02|동|배를 ~|C
4630|4690|매너|명|manner|C
4631|4693|민속01|명|民俗|C
4632|4696|버려지다|동||C
4633|4705|설득하다|동|說得-|C
4634|4707|손질|명||C
4635|4712|아르바이트|명|&독Arbeit|C
4636|4717|외로움|명||C
4637|4725|입대01|명|入隊|C
4638|4730|적성05|명|適性|C
4639|4731|전망하다02|동|展望-|C
4640|4736|집단적|명|集團的|C
4641|4738|차이점|명|差異點|C
4642|4741|철도|명|鐵道|C
4643|4742|총각01|명|總角|C
4644|4747|캠페인|명|campaign|C
4645|4750|한눈01|명|~에 반하다|C
4646|4753|홍수02|명|洪水|C
4647|4755|가뭄|명||C
4648|4756|간접|명|間接|C
4649|4757|강력히|부|强力-|C
4650|4758|개선되다01|동|改善-|C
4651|4760|건네다|동||C
4652|4761|게01|명|동물|C
4653|4763|결심01|명|決心|C
4654|4767|곧장|부||C
4655|4769|교직04|명|敎職|C
4656|4770|구속하다01|동|拘束-|C
4657|4772|귀중하다01|형|貴重-|C
4658|4773|긁다|동||C
4659|4779|내쉬다|동||C
4660|4781|늘어지다|동||C
4661|4782|단독02|명|單獨|C
4662|4788|마당|의||C
4663|4789|마음껏|부||C
4664|4790|몰려들다|동||C
4665|4794|바04|명|bar|C
4666|4795|바퀴01|의|네 ~|C
4667|4796|발자국|명||C
4668|4797|뱉다|동||C
4669|4798|벌어지다01|동|틈이 ~|C
4670|4799|보너스|명|bonus|C
4671|4803|생기01|명|生氣|C
4672|4805|서적02|명|書籍|C
4673|4807|소화06|명|消化|C
4674|4808|수험생|명|受驗生|C
4675|4810|신세대|명|新世代|C
4676|4813|안기다01|동|'안다'의 피동사|C
4677|4814|어기다01|동||C
4678|4817|연구원01|명|硏究員|C
4679|4819|연애05|명|戀愛|C
4680|4821|요약하다02|동|要約-|C
4681|4824|위성06|명|衛星|C
4682|4826|의외로|부|意外-|C
4683|4828|자살01|명|自殺|C
4684|4833|제시02|명|提示|C
4685|4834|제외되다|동|除外-|C
4686|4838|찍히다02|동|도장이 ~|C
4687|4841|철06|명|鐵|C
4688|4846|타락02|명|墮落|C
4689|4847|통화03|명|通貨|C
4690|4848|틀림없이|부||C
4691|4856|회관|명|會館|C
4692|4864|공연장|명|公演場|C
4693|4868|국적02|명|國籍|C
4694|4871|근래|명|近來|C
4695|4874|나뉘다|동||C
4696|4875|낱말02|명|단어|C
4697|4876|내외02|명|內外.남녀|C
4698|4878|늑대|명|동물|C
4699|4879|늘어서다|동||C
4700|4880|다정하다|형|多情-|C
4701|4882|달려들다|동||C
4702|4888|망원경|명|望遠鏡|C
4703|4890|모범02|명|模範|C
4704|4891|무리하다|형|無理-|C
4705|4892|묶이다|동||C
4706|4896|방해하다|동|妨害-|C
4707|4898|벌02|의|옷 한 ~|C
4708|4906|상류|명|上流|C
4709|4907|석02|관|~ 달|C
4710|4909|선명하다02|형|鮮明-|C
4711|4910|선호하다01|동|選好-|C
4712|4911|성공적|명|成功的|C
4713|4912|소규모|명|小規模|C
4714|4914|수시로|부|隨時-|C
4715|4915|시야03|명|視野|C
4716|4917|실현되다|동|實現-|C
4717|4919|어느덧|부||C
4718|4922|오르내리다|동||C
4719|4923|왕자01|명|王子|C
4720|4929|유형07|명|類型|C
4721|4930|으레01|부||C
4722|4933|일상적|명|日常的|C
4723|4934|일일이02|부|一一-|C
4724|4936|전공하다01|동|專攻-|C
4725|4938|전후01|명|前後|C
4726|4939|정상02|명|正常|C
4727|4940|정상적|명|正常的|C
4728|4942|질적|명|質的|C
4729|4944|척01|의|못 이기는 ~|C
4730|4947|충격적|명|衝擊的|C
4731|4948|치아02|명|齒牙|C
4732|4950|판01|명|~이 벌어지다|C
4733|4951|편의02|명|便宜|C
4734|4952|폐지02|명|廢止|C
4735|4955|해설03|명|解說|C
4736|4962|흑백|명|黑白|C
4737|4963|희생|명|犧牲|C
4738|4968|경비02|명|經費|C
4739|4969|경제력|명|經濟力|C
4740|4976|금하다02|동|禁-|C
4741|4977|기대되다|동|期待-|C
4742|4980|깊숙이|부||C
4743|4984|넘어뜨리다|동||C
4744|4985|농사짓다|동|農事-|C
4745|4987|단단하다|형||C
4746|4988|담당자|명|擔當者|C
4747|4989|답변|명|答辯|C
4748|4990|대비10|명|對備|C
4749|4991|대체02|부|大體|C
4750|4992|더욱더|부||C
4751|4993|도심04|명|都心|C
4752|4995|둘러싸이다|동||C
4753|4997|마찰|명|摩擦|C
4754|4998|마크|명|mark|C
4755|4999|만족01|명|滿足|C
4756|5000|망치다|동||C
4757|5003|모금01|의|한 ~|C
4758|5005|묘사02|명|描寫|C
4759|5007|문화적|명|文化的|C
4760|5008|묻히다01|동|옷에 흙을 ~|C
4761|5009|미혼01|명|未婚|C
4762|5010|발전되다|동|發展-|C
4763|5011|방송사|명|放送社|C
4764|5012|방지하다01|동|防止-|C
4765|5016|사표07|명|辭表|C
4766|5019|삼가다|동||C
4767|5020|생방송|명|生放送|C
4768|5024|소홀히|부|疏忽-|C
4769|5031|쌍둥이|명|雙-|C
4770|5033|앉히다|동||C
4771|5038|옆구리|명||C
4772|5042|웬만하다|형||C
4773|5046|이어서|부||C
4774|5049|자정01|명|子正|C
4775|5052|종합하다|동|綜合-|C
4776|5057|짜다02|동|빨래를 ~|C
4777|5058|참03|의|집에 가던 ~에|C
4778|5059|채08|의|집 한 ~|C
4779|5061|최후|명|最後|C
4780|5062|취재02|명|取材|C
4781|5063|치다05|동|그물을 ~|C
4782|5064|테러|명|terror|C
4783|5065|토론회|명|討論會|C
4784|5069|호주머니|명|胡-|C
4785|5071|가난01|명||C
4786|5077|관계없이|부|關係-|C
4787|5080|군06|명|郡|C
4788|5085|기다01|동||C
4789|5087|다툼|명||C
4790|5090|대01|의|담배 한 ~|C
4791|5092|대낮|명||C
4792|5096|돌멩이|명||C
4793|5098|되돌아오다|동||C
4794|5099|두께01|명||C
4795|5104|모조리01|부||C
4796|5108|변경04|명|變更|C
4797|5110|부지런히|부||C
4798|5114|사슴01|명||C
4799|5118|상당수|명|相當數|C
4800|5124|손실|명|損失|C
4801|5125|슬쩍|부||C
4802|5126|시나리오|명|scenario|C
4803|5128|실컷|부||C
4804|5131|엔진|명|engine|C
4805|5132|용09|명|龍|C
4806|5133|운행02|명|運行|C
4807|5135|이대로|부||C
4808|5136|인간성|명|人間性|C
4809|5138|인상적|명|印象的|C
4810|5140|전시04|명|展示|C
4811|5142|조그마하다|형||C
4812|5144|주한02|명|駐韓|C
4813|5145|중년01|명|中年|C
4814|5147|지다04|동|그늘이 ~|C
4815|5148|찌꺼기|명||C
4816|5160|포함02|명|包含|C
4817|5163|형식적|명|形式的|C
4818|5164|호남02|명|湖南|C
4819|5168|가입하다|동|加入-|C
4820|5170|감소01|명|減少|C
4821|5181|구분되다|동|區分-|C
4822|5182|구입03|명|購入|C
4823|5184|기여04|명|寄與|C
4824|5185|기호01|명|記號|C
4825|5186|꾸리다01|동||C
4826|5189|낭비|명|浪費|C
4827|5191|내외01|명|內外.안팎|C
4828|5195|대략|부|大略|C
4829|5198|덮이다|동||C
4830|5199|도리어|부||C
4831|5202|라인01|명|line|C
4832|5207|멸치|명||C
4833|5210|바람02|명|소원|C
4834|5213|방울01|명|물~|C
4835|5216|벌03|명|곤충|C
4836|5217|보관01|명|保管|C
4837|5218|보살피다|동||C
4838|5219|보완하다|동|補完-|C
4839|5220|보존하다|동|保存-|C
4840|5223|빨다01|동|젖을 ~|C
4841|5224|빼놓다|동||C
4842|5225|사상01|명|史上|C
4843|5226|사춘기|명|思春期|C
4844|5227|상반기|명|上半期|C
4845|5230|선전03|명|宣傳|C
4846|5231|설립하다|동|設立-|C
4847|5234|수집02|명|蒐集|C
4848|5235|수필04|명|隨筆|C
4849|5237|신기하다04|형|新奇-|C
4850|5238|신비02|명|神秘|C
4851|5239|신설03|명|新設|C
4852|5240|실감|명|實感|C
4853|5241|실망02|명|失望|C
4854|5244|쓰다듬다|동||C
4855|5246|알루미늄|명|aluminium|C
4856|5247|알아주다|동||C
4857|5258|용기03|명|容器|C
4858|5260|유발하다|동|誘發-|C
4859|5261|유지되다|동|維持-|C
4860|5266|잡아당기다|동||C
4861|5273|점검|명|點檢|C
4862|5277|조기05|명|早期|C
4863|5278|존경하다|동|尊敬-|C
4864|5279|종13|명|鐘|C
4865|5281|종소리|명|鐘-|C
4866|5283|중순|명|中旬|C
4867|5284|지각04|명|知覺|C
4868|5285|직선01|명|直線|C
4869|5288|참외01|명|식물|C
4870|5291|체하다01|보||C
4871|5292|체험하다|동|體驗-|C
4872|5294|총03|명|銃|C
4873|5295|칭찬하다|동|稱讚-|C
4874|5296|코치|명|coach|C
4875|5298|통일하다|동|統一-|C
4876|5302|프린터|명|printer|C
4877|5303|피디|명|PD|C
4878|5304|하나하나|부||C
4879|5305|학위|명|學位|C
4880|5308|회의05|명|懷疑|C
4881|5311|가로등|명|街路燈|C
4882|5312|감12|명|感|C
4883|5313|개개인|명|個個人|C
4884|5314|걷다03|동|소매를 ~|C
4885|5316|고집02|명|固執|C
4886|5324|급격히|부|急激-|C
4887|5325|기능01|명|技能|C
4888|5326|기막히다|형|氣-|C
4889|5327|나누어지다|동||C
4890|5330|넘겨주다|동||C
4891|5331|논리적01|명|論理的|C
4892|5334|다가서다|동||C
4893|5337|대기하다04|동|待機-|C
4894|5339|대접05|명|待接|C
4895|5342|두리번거리다|동||C
4896|5343|말다01|동|감다|C
4897|5347|면07|명|綿|C
4898|5349|박10|의|泊|C
4899|5351|밤하늘|명||C
4900|5352|변명01|명|辨明|C
4901|5353|보자기02|명|褓-|C
4902|5356|부상05|명|負傷|C
4903|5359|분리하다03|동|分離-|C
4904|5360|붙들다|동||C
4905|5362|사들이다|동||C
4906|5365|상관없이|부|相關-|C
4907|5368|선원06|명|船員|C
4908|5369|설사02|부|設使|C
4909|5372|실망하다02|동|失望-|C
4910|5375|아쉬움|명||C
4911|5377|약해지다|동|弱-|C
4912|5379|엉망|명||C
4913|5383|연출하다|동|演出-|C
4914|5384|열중하다|동|熱中-|C
4915|5385|영웅|명|英雄|C
4916|5388|유산07|명|遺産|C
4917|5391|의도적|명|意圖的|C
4918|5392|이따금|부||C
4919|5393|임신부|명|妊娠婦|C
4920|5395|장기적|명|長期的|C
4921|5396|재주01|명||C
4922|5399|전설04|명|傳說|C
4923|5401|절08|명|節|C
4924|5403|젖|명||C
4925|5406|조르다02|동|요구하다|C
4926|5411|지겹다|형||C
4927|5414|짐작|명|斟酌|C
4928|5415|쫓겨나다|동||C
4929|5416|찢다|동||C
4930|5422|취업|명|就業|C
4931|5423|칠하다|동|漆-|C
4932|5424|타오르다|동||C
4933|5425|탁01|부||C
4934|5426|판10|명|版|C
4935|5427|평03|명|評|C
4936|5428|평화롭다|형|平和-|C
4937|5429|표시01|명|表示|C
4938|5430|표시02|명|標示|C
4939|5431|하반기|명|下半期|C
4940|5432|한구석|명||C
4941|5433|한하다02|동|限-|C
4942|5435|해답|명|解答|C
4943|5436|해소하다01|동|解消-|C
4944|5437|허락하다|동|許諾-|C
4945|5438|확립하다|동|確立-|C
4946|5439|확신하다|동|確信-|C
4947|5441|흥분|명|興奮|C
4948|5442|흥분하다|동|興奮-|C
4949|5443|힘겹다|형||C
4950|5445|감수성02|명|感受性|C
4951|5447|거들다01|동||C
4952|5460|급속히|부|急速-|C
4953|5461|급증하다|동|急增-|C
4954|5463|깔끔하다|형||C
4955|5464|꼼꼼하다|형||C
4956|5465|낮아지다|동||C
4957|5470|단순02|명|單純|C
4958|5471|대사04|명|大使|C
4959|5475|때02|명|더러운 물질|C
4960|5476|매01|명|~를 맞다|C
4961|5478|먹고살다|동||C
4962|5479|멎다01|동||C
4963|5481|면담|명|面談|C
4964|5485|모집|명|募集|C
4965|5486|모퉁이|명||C
4966|5488|바구니|명||C
4967|5489|바싹01|부||C
4968|5490|발달되다|동|發達-|C
4969|5492|방울02|명|~이 울리다|C
4970|5493|보름01|명||C
4971|5498|부딪히다|동||C
4972|5500|비상01|명|非常|C
4973|5502|뿌리치다|동||C
4974|5503|사업자|명|事業者|C
4975|5505|상대편|명|相對便|C
4976|5506|세트|명|set|C
4977|5507|소망03|명|所望|C
4978|5508|수동적02|명|受動的|C
4979|5511|슬그머니|부||C
4980|5513|시장03|명|市長|C
4981|5514|시청률|명|視聽率|C
4982|5519|여군02|명|女軍|C
4983|5520|연인06|명|戀人|C
4984|5521|연장05|명|延長|C
4985|5524|예선02|명|豫選|C
4986|5528|원12|명|圓. ~을 그리다|C
4987|5530|은행나무|명|銀杏-|C
4988|5535|자부심|명|自負心|C
4989|5537|장차02|부|將次|C
4990|5540|저편|대|-便|C
4991|5547|정신과|명|精神科|C
4992|5549|제도적|명|制度的|C
4993|5551|조절02|명|調節|C
4994|5552|주거02|명|住居|C
4995|5555|중단되다|동|中斷-|C
4996|5556|중요시하다|동|重要視-|C
4997|5557|지점01|명|支店|C
4998|5559|진단하다|동|診斷-|C
4999|5568|타다04|동|월급을 ~|C
5000|5570|편견|명|偏見|C
5001|5575|환율|명|換率|C
5002|5576|활기02|명|活氣|C
5003|5577|강사04|명|講師|C
5004|5578|강수량|명|降水量|C
5005|5582|교대01|명|交代|C
5006|5583|구청02|명|區廳|C
5007|5584|국내외|명|國內外|C
5008|5586|금지되다|동|禁止-|C
5009|5587|기도하다02|동|祈禱-|C
5010|5588|기성08|명|旣成|C
5011|5589|깨뜨리다|동||C
5012|5590|꼼짝|부||C
5013|5595|농사일|명|農事-|C
5014|5596|농장05|명|農場|C
5015|5598|데이트|명|date|C
5016|5602|되돌아가다|동||C
5017|5604|들이켜다01|동||C
5018|5605|따라다니다|동||C
5019|5606|라운드|명|round|C
5020|5608|마음가짐|명||C
5021|5610|머리칼|명||C
5022|5613|모15|관|某|C
5023|5615|바퀴01|명|수레 ~|C
5024|5619|번개01|명||C
5025|5620|변화되다|동|變化-|C
5026|5622|부재03|명|不在|C
5027|5626|사망04|명|死亡|C
5028|5628|생02|명|生|C
5029|5629|서늘하다|형||C
5030|5631|성경03|명|聖經|C
5031|5633|소요되다|동|所要-|C
5032|5634|소화하다01|동|消化-|C
5033|5637|순간적|명|瞬間的|C
5034|5638|시집가다|동|媤-|C
5035|5641|싶어지다|보||C
5036|5642|씌우다01|동|아이에게 모자를 ~|C
5037|5644|야간|명|夜間|C
5038|5646|엇갈리다|동||C
5039|5649|엷다01|형||C
5040|5650|오락01|명|娛樂|C
5041|5654|우아하다|형|優雅-|C
5042|5657|이슬|명||C
5043|5658|인간관계|명|人間關係|C
5044|5660|장기간|명|長期間|C
5045|5662|전선10|명|戰線|C
5046|5666|정지06|명|停止|C
5047|5667|제의하다|동|提議-|C
5048|5668|조명06|명|照明|C
5049|5669|조화되다|동|調和-|C
5050|5673|줄거리01|명||C
5051|5674|중단04|명|中斷|C
5052|5679|차선03|명|車線|C
5053|5680|착각하다|동|錯覺-|C
5054|5684|초상화|명|肖像畵|C
5055|5687|쿠데타|명||C
5056|5691|특수성|명|特殊性|C
5057|5694|항공기|명|航空機|C
5058|5698|활발히|부|活潑-|C
5059|5702|흥미롭다|형|興味-|C
5060|5706|각오01|명|覺悟|C
5061|5708|개방되다|동|開放-|C
5062|5711|겨자01|명||C
5063|5712|경고하다02|동|警告-|C
5064|5713|경제학|명|經濟學|C
5065|5720|관심사|명|關心事|C
5066|5722|구별되다|동|區別-|C
5067|5723|국사03|명|國史|C
5068|5724|굳히다|동||C
5069|5726|그간|명|-間|C
5070|5727|그럴듯하다|형||C
5071|5728|극작가|명|劇作家|C
5072|5730|기23|명|旗|C
5073|5732|기울다|동||C
5074|5733|기적03|명|奇跡|C
5075|5736|끌리다|동||C
5076|5737|내보내다|동||C
5077|5739|담01|명|~을 쌓다|C
5078|5742|동서04|명|東西|C
5079|5743|들여놓다|동||C
5080|5744|따스하다|형||C
5081|5746|말투|명|-套|C
5082|5748|명령어|명|命令語|C
5083|5753|미끄러지다|동||C
5084|5755|변신01|명|變身|C
5085|5757|부친|명|父親|C
5086|5759|붙잡히다|동||C
5087|5760|브랜드|명|brand|C
5088|5763|사소하다01|형|些少-|C
5089|5764|상04|명|床|C
5090|5767|상쾌하다|형|爽快-|C
5091|5771|손길|명||C
5092|5774|순위|명|順位|C
5093|5778|쌍02|명|雙|C
5094|5779|썰렁하다|형||C
5095|5783|암시01|명|暗示|C
5096|5784|앞날|명||C
5097|5787|역사상02|명|歷史上|C
5098|5788|연주06|명|演奏|C
5099|5793|울리다02|동|아기를 ~|C
5100|5796|육상02|명|陸上|C
5101|5797|음주|명|飮酒|C
5102|5798|이별|명|離別|C
5103|5800|인재02|명|人材|C
5104|5801|인종01|명|人種|C
5105|5802|일시적|명|一時的|C
5106|5804|재밌다|형|재미있다|C
5107|5805|전문적|명|專門的|C
5108|5808|젊음|명||C
5109|5809|점잖다|형||C
5110|5812|조개01|명|동물|C
5111|5819|중계방송|명|中繼放送|C
5112|5820|중독01|명|中毒|C
5113|5821|지급01|명|支給|C
5114|5822|진실하다|형|眞實-|C
5115|5823|차창|명|車窓|C
5116|5826|초청하다|동|招請-|C
5117|5827|출발점|명|出發點|C
5118|5828|출판02|명|出版|C
5119|5829|출현하다|동|出現-|C
5120|5830|클럽|명|club|C
5121|5831|키스|명|kiss|C
5122|5833|탈출하다02|동|脫出-|C
5123|5836|판사01|명|判事|C
5124|5839|허락|명|許諾|C
5125|5841|확신01|명|確信|C
5126|5851|건설되다|동|建設-|C
5127|5857|고개02|명|~ 너머|C
5128|5866|그제야|부||C
5129|5870|기성세대|명|旣成世代|C
5130|5871|기술하다01|동|記述-|C
5131|5872|까치01|명||C
5132|5876|남북|명|南北|C
5133|5877|납득하다|동|納得-|C
5134|5881|단06|명|段|C
5135|5886|독창적|명|獨創的|C
5136|5887|되풀이되다|동||C
5137|5889|떠나가다|동||C
5138|5890|떠들썩하다02|형|떠들다|C
5139|5891|뜻대로|부||C
5140|5893|로봇|명|robot|C
5141|5896|만점|명|滿點|C
5142|5897|매달|부|每-|C
5143|5899|모여들다|동||C
5144|5902|묵다01|동|오래된 상태|C
5145|5904|바깥쪽|명||C
5146|5911|보수06|명|保守|C
5147|5912|보안01|명|保安|C
5148|5915|부15|명|部|C
5149|5917|비웃다|동||C
5150|5919|사나이|명||C
5151|5925|상징적|명|象徵的|C
5152|5926|색다르다|형|色-|C
5153|5930|세미나|명|seminar|C
5154|5931|세제04|명|洗劑|C
5155|5932|속삭이다|동||C
5156|5935|시일04|명|時日|C
5157|5936|시합01|명|試合|C
5158|5939|신속하다02|형|迅速-|C
5159|5940|신제품|명|新製品|C
5160|5941|신중하다|형|愼重-|C
5161|5944|썩01|부||C
5162|5946|암컷|명||C
5163|5952|예고하다|동|豫告-|C
5164|5953|위반하다02|동|違反-|C
5165|5954|윗몸|명||C
5166|5956|은은하다02|형|隱隱-|C
5167|5958|이해관계|명|利害關係|C
5168|5959|익히다01|동|고기를 ~|C
5169|5960|일대01|관|一大|C
5170|5961|입력|명|入力|C
5171|5962|자연현상|명|自然現象|C
5172|5968|정신없이|부|精神-|C
5173|5969|정직하다01|형|正直-|C
5174|5971|조정하다06|동|調整-|C
5175|5973|주름01|명||C
5176|5981|최신|명|最新|C
5177|5985|캐릭터|명|character|C
5178|5995|해롭다|형|害-|C
5179|5998|현관문|명|玄關門|C
5180|6000|활발해지다|동|活潑-|C
5181|6001|회복되다|동|回復-|C
5182|6002|희생하다|동|犧牲-|C
5183|6003|가능해지다|동|可能-|C
5184|6017|공연히02|부|空然-|C
5185|6018|과정04|명|課程|C
5186|6023|국제적|명|國際的|C
5187|6025|그루01|의||C
5188|6026|그전|명|-前|C
5189|6029|금고02|명|金庫|C
5190|6031|꾸중|명||C
5191|6032|끌어당기다|동||C
5192|6033|끼01|명|끼니|C
5193|6035|능동적|명|能動的|C
5194|6038|당분간|부|當分間|C
5195|6042|도움말|명||C
5196|6045|되살리다|동||C
5197|6052|몰려오다|동||C
5198|6054|물질적|명|物質的|C
5199|6058|믿어지다|동||C
5200|6059|반죽|명||C
5201|6063|배치03|명|配置|C
5202|6064|백인01|명|白人|C
5203|6068|본03|관|本|C
5204|6069|본사03|명|本社|C
5205|6072|불평등하다|형|不平等-|C
5206|6077|빠뜨리다|동||C
5207|6079|새로이|부||C
5208|6082|서양인|명|西洋人|C
5209|6084|소지품|명|所持品|C
5210|6086|쇠01|명||C
5211|6088|수컷|명||C
5212|6089|승리하다|동|勝利-|C
5213|6096|씨앗|명||C
5214|6099|얻어먹다|동||C
5215|6100|엄숙하다|형|嚴肅-|C
5216|6101|여가03|명|餘暇|C
5217|6104|연상하다02|동|聯想-|C
5218|6110|올려다보다|동||C
5219|6112|외다02|동|주문을 ~|C
5220|6113|외침01|명||C
5221|6118|이해03|명|利害|C
5222|6122|일손|명||C
5223|6126|잠바|명|jumper|C
5224|6127|잠수함02|명|潛水艦|C
5225|6128|장수01|명|사과 ~|C
5226|6130|재다02|동|저울로 ~|C
5227|6137|지도하다|동|指導-|C
5228|6138|지적01|명|知的|C
5229|6139|진로02|명|進路|C
5230|6140|진행자|명|進行者|C
5231|6143|찾아다니다|동||C
5232|6144|책임감|명|責任感|C
5233|6146|체온|명|體溫|C
5234|6152|통과|명|通過|C
5235|6155|포장마차|명|布帳馬車|C
5236|6156|푸다01|동||C
5237|6158|피망|명|&프piment|C
5238|6160|한결|부||C
5239|6163|한여름|명||C
5240|6165|항공|명|航空|C
5241|6168|회전04|명|回轉|C
5242|6170|가려지다|동||C
5243|6180|곧다01|형||C
5244|6181|골치01|명||C
5245|6189|그때그때|부||C
5246|6195|내달|명|來-|C
5247|6201|놔두다|동|놓아두다|C
5248|6202|늦어지다|동||C
5249|6212|독하다|형|毒-|C
5250|6218|뜰01|명||C
5251|6219|뜻밖에|부||C
5252|6221|만02|의|화를 낼 ~도 하다|C
5253|6222|명단01|명|名單|C
5254|6224|무의미하다|형|無意味-|C
5255|6225|문구01|명|文句|C
5256|6228|뭣|대||C
5257|6230|미만01|명|未滿|C
5258|6240|백색01|명|白色|C
5259|6249|비바람|명||C
5260|6251|사기01|명|士氣|C
5261|6252|사망하다01|동|死亡-|C
5262|6253|사무직|명|事務職|C
5263|6260|소질03|명|素質|C
5264|6261|솜|명||C
5265|6267|시디롬|명|CD-ROM|C
5266|6268|식생활|명|食生活|C
5267|6271|실01|명|~을 감다|C
5268|6275|연구실|명|硏究室|C
5269|6281|유머|명|humor|C
5270|6284|의류|명|衣類|C
5271|6294|잊혀지다|동||C
5272|6297|적응02|명|適應|C
5273|6302|정리되다|동|整理-|C
5274|6303|조15|의|組|C
5275|6312|창피하다|형|猖披-|C
5276|6324|토론하다|동|討論-|C
5277|6335|하나하나|명||C
5278|6337|합하다|동|合-|C
5279|6339|핸드백|명|handbag|C
5280|6349|가정교사|명|家庭敎師|C
5281|6362|공통적|명|共通的|C
5282|6363|교육자|명|敎育者|C
5283|6364|교재01|명|敎材|C
5284|6374|길어지다|동||C
5285|6375|깨소금|명||C
5286|6382|놓아두다|동||C
5287|6387|대접하다|동|待接-|C
5288|6399|뛰어내리다|동||C
5289|6405|무궁화|명|無窮花|C
5290|6411|바이러스|명|virus|C
5291|6413|방바닥|명|房-|C
5292|6415|번거롭다|형||C
5293|6426|사냥|명||C
5294|6429|사회생활|명|社會生活|C
5295|6451|심리적|명|心理的|C
5296|6458|연기05|명|延期|C
5297|6463|위로02|명|慰勞|C
5298|6465|이용자|명|利用者|C
5299|6468|입력하다|동|入力-|C
5300|6470|자격증|명|資格證|C
5301|6489|진료|명|診療|C
5302|6495|창가01|명|窓-|C
5303|6498|초조하다|형|焦燥-|C
5304|6500|타다03|동|물에 ~|C
5305|6508|함께하다|동||C
5306|6509|합격하다|동|合格-|C
5307|6516|화장지01|명|化粧紙|C
5308|6524|힘껏|부||C
5309|6541|공통되다|동|共通-|C
5310|6553|김04|의||C
5311|6559|나들이01|명||C
5312|6562|녹이다|동||C
5313|6565|눈가|명||C
5314|6572|도망02|명|逃亡|C
5315|6575|동기04|명|同期|C
5316|6585|미니02|명|mini|C
5317|6590|방면01|명|方面|C
5318|6592|법적01|명|法的|C
5319|6593|벤치|명|bench|C
5320|6597|보수11|명|補修|C
5321|6609|비행02|명|非行|C
5322|6610|빗줄기|명||C
5323|6614|사회학|명|社會學|C
5324|6619|성적01|명|性的|C
5325|6627|순진하다01|형|純眞-|C
5326|6634|심심하다01|형|지루하다|C
5327|6640|어려워지다|동||C
5328|6647|올라서다|동||C
5329|6656|은04|명|銀|C
5330|6664|자리02|명|~를 깔다|C
5331|6671|장애인|명|障碍人|C
5332|6672|재활용품|명|再活用品|C
5333|6673|저러다|동||C
